Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location Where Sexual Violence Was Committed,Reported Perpetrator,Perpetrator Group Name,Single And Group Perpetrators,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of Reported Victims,Reported Deaths Following the Sexual Violence,SIND Event ID
25-06-2023,"June 2023: In Katsina State, three women were kidnapped and raped by an unidentified armed group. They were subsequently freed. This incident occurred during an attack on the community during a revenge attack. ",Nigeria,NGA,Katsina State,12.26016668,7.335737076,(2) 25 km Precision ,In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,3,,40570
24-06-2023,"June 2023: In North Darfur state, four women were raped by armed men travelling on motorcycles who attacked a vehicle carrying displaced persons. The perpetrators also threatened the men and robbed them.  ",Sudan,SDN,North Darfur State,13.60861714,25.35919323,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,4,,39819
21-06-2023,"June 2023: In Amhara region, an eight-year-old girl was raped by a soldier of the Ethiopian National Defense Force (ENDF). This incident ignited protests and clashes between Fano (ethnic Ahmara self-defense group) and the Ethiopian army.",Ethiopia,ETH,Amhara Region,11.46925791,39.21707153,"(3) District, Communicipality or Commune ",No Information,Armed Forces of Government or Self-Declared Government,Ethiopian National Defense Forces,Single Serpetrator,No Information on the Weapon Used,Civilian,Female,"Minor, ",Rape,CRSV,Single Rape/sv Assault ,1,,39501
20-06-2023,"June 2023: In North Kivu Province, three women were sexually assaulted by a group of armed men.",DRC,COD,North Kivu,-1.5118019,28.99231872,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,40500
19-06-2023,"June 2023: In Cabo Delgado province, three members of the Armed Forces for the Defence of Mozambique (FADM) attempted to rape a woman who was walking home. The soldiers were prevented from attacking the woman by a group of people.",Mozambique,MOZ,Cabo Delgado Province,-11.35466768,40.35141047,(2) 25 km Precision ,"Street, Road or Field",Armed Forces of Government or Self-Declared Government,Mozambique Defence Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",AttemptedSexualAssault,SV by security personnel,Gang SV Assault,1,,39801
19-06-2023,"June 2023: In an unspecified location, three women were raped and killed by RSF forces.",Sudan,SDN,No Information,15.5725,32.5364,(6) Country,No Information,Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,3,3,39660
18-06-2023,"June 2023: In Khartoum state, a woman was raped by an RSF soldier. ",Sudan,SDN,Khartoum State,15.57236023,32.53626842,(2) 25 km Precision ,No Information,Vigilante,Rapid Support Forces,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,39661
17-06-2023,"June 2023: In the Kayembe Camp, an unspecified number of women were raped by Wazalendu combatants. ",DRC,COD,Kayembe,-6.582845406,20.88299271,(2) 25 km Precision ,Project Site,NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",SexualAssault,CRSV,Mass SV Assault,3,,40230
16-06-2023,"June 2023: In Khartoum State, since the beginning of the conflict an INGO reported that at least 11 women were raped by drunken soldiers from unspecified conflict parties. These incidents were dismissed by their commanders who said that since they are isolated incidents they are unable to intervene. ",Sudan,SDN,Khartoum State,15.53986441,32.48725928,(2) 25 km Precision ,Victims Home,Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,11,,39664
16-06-2023,"June 2023: In South Kordofan state, three women, one of whom was 60-years-old, were raped by armed men riding on motorbikes during an attack on the town. The women were forced off a bus that was travelling from Khartoum to West Kordofan. ",Sudan,SDN,South Kordofan State,12.51225195,29.80024329,(2) 25 km Precision ,"Public Building, Market or Public Area",Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,3,,39662
16-06-2023,"June 2023: In Khartoum state, a video emerged of an individual wearing an RSF uniform raping a 15-year-old girl in the courtyard of a house. ",Sudan,SDN,Khartoum State,15.63758441,32.57823944,(2) 25 km Precision ,Victims Home,Vigilante,Rapid Support Forces,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Single Rape/sv Assault ,1,,39889
15-06-2023,"June 2023: In West Darfur, a group of armed men attempted to rape a 15-year-old girl.",Sudan,SDN,Masalit State,13.4390451,22.44369507,(2) 25 km Precision ,No Information,Other,Arab tribesmen,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",AttemptedSexualAssault,CRSV,Gang SV Assault,1,,40164
15-06-2023,"June 2023: In West Darfur region, an 18-year-old woman was raped and shot by unidentified perpetrators. The woman was found at the side of the road and it is unclear whether she died from her injuries.
",Sudan,SDN,Masalit State,13.42702362,22.43682861,"(4) Province, State, Governorate ",No Information,No Information,Unidentified Armed Actor,No Information,Firearms,Civilian,Female,"Adult, ",Rape,Other,No Information,1,,40165
15-06-2023,"June 2023: In West Darfur state, three teenage girls were shot and killed by RSF members after they resisted the soldiers.",Sudan,SDN,Masalit State,13.44038079,22.44369507,"(3) District, Communicipality or Commune ","Street, Road or Field",Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",AttemptedSexualAssault,CRSV,Mass SV Assault,3,3,40166
15-06-2023,"June 2023: In West Darfur state, a group of 40 men, women and children fleeing the conflict in El Geneina were stopped at an RSF checkpoint. Individuals from the Masalit tribe were whipped and beaten. The men and four women in their 20s were abducted. One of the witnessed claimed that the women were likely raped. ",Sudan,SDN,West Darfur State,13.39496338,22.2857666,(2) 25 km Precision ,"Street, Road or Field",Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,4,,39890
15-06-2023,"June 2023: In Khartoum State, a woman was raped by two men whilst a third one filmed the attack. The men were not wearing any uniforms or any signs of belonging to the Rapid Support Forces or the Sudanese army. One of the men was identified through the video and is allegedly part of the Rapid Support Forces ",Sudan,SDN,Khartoum State,15.64551901,32.53395081,(2) 25 km Precision ,No Information,Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,39888
15-06-2023,"June 2023: In West Darfur state, a 27-year-old woman was raped by three RSF members inside the residence of her relative. The men were part of a group of 16 RSF members who broke into the residence looking for her husband, a human rights activist.",Sudan,SDN,Masalit State,13.44171646,22.43545532,(2) 25 km Precision ,Victims Home,Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,40174
15-06-2023,"June 2023: In West Darfur state, a 26-year-old female human rights activist was raped three times by an RSF soldier at gunpoint. ",Sudan,SDN,Masalit State,13.44438779,22.44232178,(2) 25 km Precision ,Victims Home,Vigilante,Rapid Support Forces,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,40175
15-06-2023,"June 2023: In West Darfur, 14 women were raped by unidentified perpetrators. ",Sudan,SDN,Masalit State,13.43770941,22.44644165,"(3) District, Communicipality or Commune ",No Information,No Information,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,Other,Mass SV Assault,14,,40163
14-06-2023,"June 2023: In North Kordofan state, a woman was raped by unidentified perpetrators.",Sudan,SDN,North Kordofan State,13.18111972,30.20706343,"(4) Province, State, Governorate ",No Information,No Information,Unidentified Armed Actor,No Information,No Information on the Weapon Used,Civilian,Female,"Adult, ",Rape,Other,No Information,1,,39580
14-06-2023,"June 2023: In North Darfur state, a woman was raped by unidentified perpetrators.",Sudan,SDN,North Darfur State,13.62062947,25.35644598,"(3) District, Communicipality or Commune ",No Information,No Information,Unidentified Armed Actor,Group Perpetrator,No Information on the Weapon Used,Civilian,Female,"Adult, ",Rape,Other,Gang SV Assault,1,,39592
14-06-2023,"June 2023: In Khartoum state, 11 women were raped by Sudanese Armed Forces.",Sudan,SDN,Khartoum State,15.52514451,32.5164413,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,11,,39821
14-06-2023,"June 2023: In Abu Shouk camp, North Darfur state, two internally displaced women were raped by unidentified armed men.",Sudan,SDN,North Darfur State,13.66933986,25.34769473,(2) 25 km Precision ,Refugee/IDP Settlement,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,39581
12-06-2023,"June 2023: In Busia County, three females were raped by police officers during a home search under the guise of fighting the illicit production of alcohol. ",Kenya,KEN,West Kenya,0.526649688,34.19898033,(2) 25 km Precision ,No Information,Police,Kenya Police,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,3,,39805
12-06-2023,"June 2023: In Northern Uganda, two women were raped by suspected Karimojong warriors, who were dressed in uniforms similar to those of the Uganda PeopleÉ??s Defence Forces (UPDF). The women were stripped naked by the perpetrators who then fled with their clothes",Uganda,UGA,Agago,2.904638819,33.37371157,"(3) District, Communicipality or Commune ",No Information,Civilian,Karamojong,Group Perpetrator,Knife,Civilian,Female,"Adult, ",Rape,Other,Mass SV Assault,2,,39906
08-06-2023,"June 2023: In West Darfur, a 28-year-old woman was raped at gunpoint by an armed perpetrator inside her residence.",Sudan,SDN,Masalit State,13.43503801,22.4382019,(2) 25 km Precision ,Victims Home,Vigilante,Rapid Support Forces,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,40167
07-06-2023,"June 2023 In West Darfur, a 15-year-old girl was raped by five RSF members inside her residence. ",Sudan,SDN,Masalit State,13.43236658,22.44232178,(2) 25 km Precision ,Victims Home,Vigilante,Rapid Support Forces,Group Perpetrator,Knife,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,40169
07-06-2023,"June 2023: In Khartoum state, there have been reports of sexual exploitation by RSF of an unspecified number of displaced women.",Sudan,SDN,Khartoum State,15.64022931,32.47147348,(2) 25 km Precision ,No Information,Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",TransactionalSex,CRSV,Not Applicable,5,,39579
06-06-2023," June 2023: In North Darfur state, at least 18 women, including four girls, were raped during fighting between RSF and large groups of alleged members of the Border Guards militia.",Sudan,SDN,North Darfur State,14.20273499,24.66096429,(2) 25 km Precision ,No Information,Vigilante,"Paramilitary Border Guards (Sudan), Rapid Support Forces",Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,18,,39578
04-06-2023,"June 2023: Three INGO workers were injured and tortured by suspected armed individuals from Ikotos County when they were delivering seeds to farmers. The aid workers were attacked, stripped and tortured.",South Sudan,SSD,Eastern Equatoria,4.429679729,32.6337504,(5) Linear Feature e.g. Along Road/River ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Aid Worker,Unclear,"Adult, ",StrippedNaked/TornClothes,Aid Workers Experienced Sexual Violence,Intimation,3,,39310
04-06-2023,"June 2023: In Central Equatoria state, a 16-year-old girl was raped by Dinka Bor herders whilst herding their cattle. The girlÉ??s mother was also killed during the attack.",South Sudan,SSD,Central Equatoria,4.23685606,30.71434058,(2) 25 km Precision ,"Street, Road or Field",Other,Dinka,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,39799
03-06-2023,"June 2023: In Caribbean region, an underaged student was sexually abused by members of the 19th Front of the Revolutionary Armed Forces of Colombia (FARC).",Colombia,COL,La Guajira,11.37233879,-72.24197388,"(3) District, Communicipality or Commune ",No Information,NSA,Fuerzas Armadas Revolucionarias de Colombia,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",SexualAssault,CRSV,Gang SV Assault,1,,39875
28-05-2023,"May 2023: In Khartoum state, a woman was raped by two Sudanese Armed Forces soldiers. A mob beat the two alleged perpetrators.",Sudan,SDN,Khartoum State,15.7920058,32.53060316,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,39822
28-05-2023,May 2023: Three women were raped by RSF. Two of whom were abused in front of their husbands who were held at gunpoint.,Sudan,SDN,Khartoum State,15.56615913,32.53326567,(2) 25 km Precision ,No Information,Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,3,,39610
26-05-2023,"May 2023: In Gao region, a girl was raped, tortured and killed by an unidentified armed group or individual.",Mali,MLI,Gao,16.27145139,-0.044717789,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,1,39803
23-05-2023," May 2023: In West Darfur state, a female journalist was abducted from her home, beaten and raped by eight armed men who were reportedly backed by RSF militants. She was questioned about the documentation of human rights violations she was working on.",Sudan,SDN,West Darfur State,13.44305213,22.44026629,"(3) District, Communicipality or Commune ",In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,39577
23-05-2023,"May 2023: In South Darfur state, six persons reported being sexually assaulted by RSF soldiers ",Sudan,SDN,South Darfur State,12.0460359,24.87991333,(2) 25 km Precision ,No Information,Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Unclear,"Unspecified, ",SexualAssault,CRSV,Mass SV Assault,6,,39887
22-05-2023,"May 2023: In South Kordofan state, four South Sudanese women were raped by elements of the RSF. The women were taken from the bus they were travelling in",Sudan,SDN,North Kordofan State,12.5124,29.8002,(5) Linear Feature e.g. Along Road/River ,"Street, Road or Field",Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,4,,39576
22-05-2023," May 2023: In Khartoum state, two women (21-year-old and 23-year-old) were raped inside their home by RSF. Since the incident, the women have fled the city.  ",Sudan,SDN,Khartoum State,15.64353539,32.46452545,(2) 25 km Precision ,Victims Home,Vigilante,Rapid Support Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,39575
20-05-2023,Maya 2023: A civilian was raped and kidnapped by Mai Mai Buhirwha soldiers. A ransom was  demanded for their release.,DRC,COD,South Kivu,-3.088408125,29.01215504,(2) 25 km Precision ,In Captivity,NSA,Mai Mai militia,Group Perpetrator,Firearms,Civilian,Unclear,"Unspecified, ",Rape,CRSV,Gang SV Assault,1,,39559
